Id,Label ,Role,Based,artists,Basedlist,,,,,,,,,,,,,,,,
1251,Keanu Beats,,AUS,DSonBeats,CHE,,,,,,,,,,,,1348,1345,,,
1252,Shotta Flow 5,,No results,JRHitMaker,S,,,,,,,,,,,,1352,1351,,,
1253,NLE Choppa,,S,Partna in Crime,No results,,,,,,,,,,,,1353,1351,,,
1254,Xavi,,MW,Yung Bans,S,,,,,,,,,,,,1354,1351,,,
1255,Payday,,NOR,sidepce,W,,,,,,,,,,,,1355,1351,,,
1256,Tell Me You Luv Me,,No results,Nuketown,No results,,,,,,,,,,,,1356,1351,,,
1257,Aidan Cullen,,W/NE,ThPharmacy,S/MW,,,,,,,,,,,,1359,1358,,,
1258,,,No results,Both Sides,No results,,,,,,,,,,,,1360,1358,,,
1259,Ally Lotti,,W,Shordie Shordie,S,,,,,,,,,,,,1361,1358,,,
1260,Save Me,,No results,Thomas Dean,W,,,,,,,,,,,,1363,1362,,,
1261,TheHxliday,,MW,YG Beats,S,,,,,,,,,,,,1365,1364,,,
1262,Shndo,,S,Bandit,No results,,,,,,,,,,,,1366,1364,,,
1263,Wallis Lane,,W,Snake Skin,No results,,,,,,,,,,,,1368,1367,,,
1264,Kyler Jae,,No results,Hammad Beats,CAN,,,,,,,,,,,,1369,1367,,,
1265,AI Nash,,No results,MTK,W,,,,,,,,,,,,1370,1367,,,
1266,Youngboy Never Broke Again,,W,Camelot,No results,,,,,,,,,,,,1372,1371,,,
1267,Blueberry Faygo,,No results,FreshDuzIt,MW,,,,,,,,,,,,1373,1371,,,
1268,Lil Mosey,,W,More Money More Ice,No results,,,,,,,,,,,,1374,1371,,,
1269,Callan,,W,CashMoneyAP,W,,,,,,,,,,,,1375,1371,,,
1270,Mogul Vision,,NE,NILZ,GER,,,,,,,,,,,,1376,1371,,,
1271,Far From You,,No results,Nicholas Jandora,S,,,,,,,,,,,,1378,1377,,,
1272,Reske,,NE,Out Of Luck,No results,,,,,,,,,,,,1379,1377,,,
1273,Austin Powerz,,W,Menoh Beats,MW,,,,,,,,,,,,1381,1380,,,
1274,Godzilla,,No results,Aser Santos Jr.,W,,,,,,,,,,,,1383,1382,,,
1275,Bashir Taylor,,No results,Look,No results,,,,,,,,,,,,1384,1382,,,
1276,Mike Tyson,,W,Qari,MW,,,,,,,,,,,,1386,1385,,,
1277,Thief In The Night,,No results,Supa Bwe,MW,,,,,,,,,,,,1387,1385,,,
1278,Rod Wave,,S,Green Light,No results,,,,,,,,,,,,1388,1385,,,
1279,Trillo Beats,,S,DY Krazy,S,,,,,,,,,,,,1389,1385,,,
1280,Diva,,No results,HBS,No results,,,,,,,,,,,,1390,1385,,,
1281,Dez Wright,,W,Lil Keed,S,,,,,,,,,,,,1391,1385,,,
1282,IDK,,No results,"ROK ""Rok On The Track""",CAN,,,,,,,,,,,,1392,1385,,,
1283,WHATS POPPIN,,No results,Bussdown,No results,,,,,,,,,,,,1394,1393,,,
1284,Jetsonmade,,S,Offset,S,,,,,,,,,,,,1395,1393,,,
1285,Let Her Go,,No results,Tilla Vision,W,,,,,,,,,,,,1396,1393,,,
1286,DSonBeats,,CHE,Snyder Derival,NE,,,,,,,,,,,,1397,1393,,,
1287,JRHitMaker,,S,Shotta Flow Remix,No results,,,,,,,,,,,,1398,1393,,,
1289,Partna in Crime,,No results,Midas 800,NE,,,,,,,,,,,,1400,1399,,,
1290,Yung Bans,,S,Stop Snitchin,No results,,,,,,,,,,,,1401,1399,,,
1291,sidepce,,W,YG,W,,,,,,,,,,,,1403,1402,,,
1292,Nuketown,,No results,TNT,S,,,,,,,,,,,,1404,1402,,,
1293,ThPharmacy,,S/MW,Yung Tago,S,,,,,,,,,,,,1406,1405,,,
1294,Both Sides,,No results,Death Note,No results,,,,,,,,,,,,1407,1405,,,
1295,Shordie Shordie,,S,Gnar,W,,,,,,,,,,,,1409,1408,,,
1296,Thomas Dean,,W,Craig Xen,W,,,,,,,,,,,,1411,1410,,,
1297,YG Beats,,S,TM88,S,,,,,,,,,,,,1412,1410,,,
1298,Bandit,,No results,Ransom,No results,,,,,,,,,,,,1413,1410,,,
1299,Snake Skin,,No results,Bust Down Cartie,No results,,,,,,,,,,,,1414,1410,,,
1300,Hammad Beats,,CAN,Kill Tek Piece,No results,,,,,,,,,,,,1416,1415,,,
1301,MTK,,W,Warhol.ss,S,,,,,,,,,,,,1418,1417,,,
1302,Camelot,,No results,Staccato,W,,,,,,,,,,,,1421,1420,,,
1303,FreshDuzIt,,MW,Have Mercy,No results,,,,,,,,,,,,1423,1422,,,
1304,More Money More Ice,,No results,Kid Culture,W,,,,,,,,,,,,1425,1424,,,
1305,CashMoneyAP,,W,Flippa,NE,,,,,,,,,,,,1427,1426,,,
1306,NILZ,,GER,Crisis,No results,,,,,,,,,,,,1428,1426,,,
1307,Nicholas Jandora,,S,Jasiah,MW,,,,,,,,,,,,1429,1426,,,
1308,Out Of Luck,,No results,Faucet Failure,No results,,,,,,,,,,,,1433,1432,,,
1309,Menoh Beats,,MW,ChaseTheMoney,MW,,,,,,,,,,,,1434,1432,,,
1310,Aser Santos Jr.,,W,Thotiana Remix,No results,,,,,,,,,,,,1435,1432,,,
1311,Look,,No results,Cardi B,NE,,,,,,,,,,,,1436,1432,,,
1312,Qari,,MW,Quaid Baca,W,,,,,,,,,,,,1438,1437,,,
1313,Supa Bwe,,MW,Robbery,No results,,,,,,,,,,,,1439,1437,,,
1314,Green Light,,No results,Thotiana Remix ft. YG,No results,,,,,,,,,,,,1440,1437,,,
1315,DY Krazy,,S,Mixed Personalities,No results,,,,,,,,,,,,,,,,
1316,HBS,,No results,YNW Melly,S,,,,,,,,,,,,,,,,
1317,Lil Keed,,S,Kanye West,MW,,,,,,,,,,,,,,,,
1318,"ROK ""Rok On The Track""",,CAN,Sam Shea,No results,,,,,,,,,,,,,,,,
1319,Bussdown,,No results,Marco Mori,GER,,,,,,,,,,,,,,,,
1320,Offset,,S,C-Clip Beatz,S,,,,,,,,,,,,,,,,
1321,Tilla Vision,,W,Bleed It,No results,,,,,,,,,,,,,,,,
1322,Snyder Derival,,NE,LA LA,No results,,,,,,,,,,,,,,,,
1323,Shotta Flow Remix,,No results,Ronny J,S,,,,,,,,,,,,,,,,
1324,Midas 800,,NE,Cole Schwartz,MW,,,,,,,,,,,,,,,,
1325,Stop Snitchin,,No results,Austin Vinas,MW,,,,,,,,,,,,,,,,
1326,YG,,W,Off Deez,No results,,,,,,,,,,,,,,,,
1327,TNT,,S,J.Cole,NE,,,,,,,,,,,,,,,,
1328,Yung Tago,,S,Armed & Dangerous,No results,,,,,,,,,,,,,,,,
1329,Death Note,,No results,Stephan Knight,UK,,,,,,,,,,,,,,,,
1330,Gnar,,W,Dre Moon,S,,,,,,,,,,,,,,,,
1331,Craig Xen,,W,No Issue,No results,,,,,,,,,,,,,,,,
1332,TM88,,S,Wheezy,W,,,,,,,,,,,,,,,,
1333,Ransom,,No results,Thor Wixam,W,,,,,,,,,,,,,,,,
1334,Bust Down Cartie,,No results,Future,S,,,,,,,,,,,,,,,,
1335,Kill Tek Piece,,No results,Kamikaze,No results,,,,,,,,,,,,,,,,
1336,Warhol.ss,,S,Royce David,W,,,,,,,,,,,,,,,,
1337,Staccato,,W,Paul Mackay,No results,,,,,,,,,,,,,,,,
1338,Have Mercy,,No results,Grant Philips,No results,,,,,,,,,,,,,,,,
1339,Kid Culture,,W,Antoine Dixon,No results,,,,,,,,,,,,,,,,
1340,Flippa,,NE,Bellot,No results,,,,,,,,,,,,,,,,
1341,Crisis,,No results,0'Something,No results,,,,,,,,,,,,,,,,
1342,Jasiah,,MW,Femdot,MW,,,,,,,,,,,,,,,,
1343,Faucet Failure,,No results,Bayley Pokorney,No results,,,,,,,,,,,,,,,,
1344,ChaseTheMoney,,MW,Magic In The Hamptons,No results,,,,,,,,,,,,,,,,
1345,Thotiana Remix,,No results,Social House,W,,,,,,,,,,,,,,,,
1346,Cardi B,,NE,Walk,No results,,,,,,,,,,,,,,,,
1347,,,No results,Comethazine,MW,,,,,,,,,,,,,,,,
1348,Quaid Baca,,W,Bhunna,S,,,,,,,,,,,,,,,,
1349,Robbery,,No results,Fr Fr,No results,,,,,,,,,,,,,,,,
1350,Thotiana Remix ft. YG,,No results,Wiz Khalifa,NE,,,,,,,,,,,,,,,,
1351,Mixed Personalities,,No results,Nostxlgic,No results,,,,,,,,,,,,,,,,
1352,YNW Melly,,S,E. Dan,NE,,,,,,,,,,,,,,,,
1353,Kanye West,,MW,Xavier Thomas,No results,,,,,,,,,,,,,,,,
1354,Sam Shea,,No results,Kareem Johnson,No results,,,,,,,,,,,,,,,,
1355,Marco Mori,,GER,highsnobiety,No results,,,,,,,,,,,,,,,,
1356,C-Clip Beatz,,S,bryanluna.co,NE,,,,,,,,,,,,,,,,
1357,Bleed It,,No results,Reboot,No results,,,,,,,,,,,,,,,,
1358,LA LA,,No results,Smoko Ono,MW,,,,,,,,,,,,,,,,
1359,Ronny J,,S,KAMI,MW,,,,,,,,,,,,,,,,
1360,Cole Schwartz,,MW,Joey Purp,MW,,,,,,,,,,,,,,,,
1361,Austin Vinas,,MW,Chance The Rapper,MW,,,,,,,,,,,,,,,,
1362,Off Deez,,No results,FDC Studios,No results,,,,,,,,,,,,,,,,
1363,J.Cole,,NE,Scotty Pippen,No results,,,,,,,,,,,,,,,,
1364,Armed & Dangerous,,No results,Mike Dean,S,,,,,,,,,,,,,,,,
1365,Stephan Knight,,UK,Maddox,NE,,,,,,,,,,,,,,,,
1366,Dre Moon,,S,Evil,No results,,,,,,,,,,,,,,,,
1367,No Issue,,No results,Chinatown,S,,,,,,,,,,,,,,,,
1368,Wheezy,,W,Jeff Salzbrunn,No results,,,,,,,,,,,,,,,,
1369,Thor Wixam,,W,Noticed,No results,,,,,,,,,,,,,,,,
1370,Future,,S,Reel Goats,W,,,,,,,,,,,,,,,,
1371,Kamikaze,,No results,Creeping,No results,,,,,,,,,,,,,,,,
1372,Royce David,,W,Nate Perry,multi  place,,,,,,,,,,,,,,,,
1373,Paul Mackay,,No results,Ridin,No results,,,,,,,,,,,,,,,,
1374,Grant Philips,,No results,YBN Nahmir,W,,,,,,,,,,,,,,,,
1375,Antoine Dixon,,No results,Landon Cube,S,,,,,,,,,,,,,,,,
1376,Bellot,,No results,Billy Cigarette,No results,,,,,,,,,,,,,,,,
1377,0'Something,,No results,Y2K,W,,,,,,,,,,,,,,,,
1378,Femdot,,MW, Real Rich,No results,,,,,,,,,,,,,,,,
1379,Bayley Pokorney,,No results,Gucci Mane,S,,,,,,,,,,,,,,,,
1380,Magic In The Hamptons,,No results,Change Lanes,No results,,,,,,,,,,,,,,,,
1381,Social House,,W,Kevin Gates,S,,,,,,,,,,,,,,,,
1382,Walk,,No results,Lucid Dreams,No results,,,,,,,,,,,,,,,,
1383,Comethazine,,MW,Bands,No results,,,,,,,,,,,,,,,,
1384,Bhunna,,S,Foreign Heat,POR,,,,,,,,,,,,,,,,
1385,Fr Fr,,No results,Drive My Car,No results,,,,,,,,,,,,,,,,
1386,Wiz Khalifa,,NE,Yung Rich,W,,,,,,,,,,,,,,,,
1387,Nostxlgic,,No results,Skinny,No results,,,,,,,,,,,,,,,,
1388,E. Dan,,NE,Valee,MW,,,,,,,,,,,,,,,,
1389,Xavier Thomas,,No results,Gotti,No results,,,,,,,,,,,,,,,,
1390,Kareem Johnson,,No results,6IX9INE,NE,,,,,,,,,,,,,,,,
1391,highsnobiety,,No results,TrifeDrew,NE,,,,,,,,,,,,,,,,
1392,bryanluna.co,,NE,Wizard Lee,NE,,,,,,,,,,,,,,,,
1393,Reboot,,No results,Welcome To The Rodeo,No results,,,,,,,,,,,,,,,,
1394,Smoko Ono,,MW,Pants From Japan,No results,,,,,,,,,,,,,,,,
1395,KAMI,,MW,123,No results,,,,,,,,,,,,,,,,
1396,Joey Purp,,MW,Murda Beatz,MW,,,,,,,,,,,,,,,,
1397,Chance The Rapper,,MW,Smokepurpp,S,,,,,,,,,,,,,,,,
1398,FDC Studios,,No results,Parker Foster,NE,,,,,,,,,,,,,,,,
1399,Scotty Pippen,,No results,Rodrigo Ecko,No results,,,,,,,,,,,,,,,,
1400,Mike Dean,,S,Minimum Wage,No results,,,,,,,,,,,,,,,,
1401,Maddox,,NE,Taylor Bennett,MW,,,,,,,,,,,,,,,,
1402,Evil,,No results,Alex Lustig,CAN,,,,,,,,,,,,,,,,
1403,Chinatown,,S,Tay Bennett Entertainment,MW,,,,,,,,,,,,,,,,
1404,Jeff Salzbrunn,,No results,All Girls Are The Same,No results,,,,,,,,,,,,,,,,
1405,Noticed,,No results,Buttcheeks,No results,,,,,,,,,,,,,,,,
1406,,,No results,6 Dogs,S,,,,,,,,,,,,,,,,
1407,Reel Goats,,W,Bounce Out With That,No results,,,,,,,,,,,,,,,,
1408,Creeping,,No results,TOO QUICK,No results,,,,,,,,,,,,,,,,
1409,Nate Perry,,multi  place,Madeintyo,W,,,,,,,,,,,,,,,,
1410,Ridin,,No results,Nard & B,S,,,,,,,,,,,,,,,,
1411,YBN Nahmir,,W,Learn How To Watch,No results,,,,,,,,,,,,,,,,
1412,Landon Cube,,S,Mac Miller,NE,,,,,,,,,,,,,,,,
1413,Billy Cigarette,,No results,Carnage,S,,,,,,,,,,,,,,,,
1414,Y2K,,W,Wake Up,No results,,,,,,,,,,,,,,,,
1415, Real Rich,,No results,Lil Xan,W,,,,,,,,,,,,,,,,
1416,Gucci Mane,,S,Lonely,No results,,,,,,,,,,,,,,,,
1417,Change Lanes,,No results,Chris Surreal,NE,,,,,,,,,,,,,,,,
1418,Kevin Gates,,S,Nowadays,No results,,,,,,,,,,,,,,,,
1419,Lucid Dreams,,No results,Bailey Pokorny,No results,,,,,,,,,,,,,,,,
1420,Bands,,No results,Another One,No results,,,,,,,,,,,,,,,,
1421,Foreign Heat,,POR,Cdot Honcho,MW,,,,,,,,,,,,,,,,
1422,Drive My Car,,No results,MadManZen,NE,,,,,,,,,,,,,,,,
1423,Yung Rich,,W,Act Up,No results,,,,,,,,,,,,,,,,
1424,Skinny,,No results,Uno The Activist,S,,,,,,,,,,,,,,,,
1425,Valee,,MW,Thouxanban Fauni,S,,,,,,,,,,,,,,,,
1426,Gotti,,No results,Glassface,NE,,,,,,,,,,,,,,,,
1427,6IX9INE,,NE,Jett Dean,W,,,,,,,,,,,,,,,,
1428,TrifeDrew,,NE,Wokstar,No results,,,,,,,,,,,,,,,,
1429,Wizard Lee,,NE,Lil Wop,MW,,,,,,,,,,,,,,,,
1430,Welcome To The Rodeo,,No results,Dresser,No results,,,,,,,,,,,,,,,,
1431,Pants From Japan,,No results,Milan Makes Beats,S,,,,,,,,,,,,,,,,
1432,123,,No results,Far,No results,,,,,,,,,,,,,,,,
1433,Murda Beatz,,MW,Red Roses,No results,,,,,,,,,,,,,,,,
1434,Smokepurpp,,S,Amy Mastrolonardo,MW,,,,,,,,,,,,,,,,
1435,Parker Foster,,NE,I Hate Being Alive,No results,,,,,,,,,,,,,,,,
1436,Rodrigo Ecko,,No results,Rack City/Love Scars 2,No results,,,,,,,,,,,,,,,,
1437,Minimum Wage,,No results,CHRIS KING,W,,,,,,,,,,,,,,,,
1438,Taylor Bennett,,MW,Antionia,S,,,,,,,,,,,,,,,,
1439,Alex Lustig,,CAN,12Hunna,MW,,,,,,,,,,,,,,,,
1440,Tay Bennett Entertainment,,MW,DJ Flippp,W,,,,,,,,,,,,,,,,
1441,All Girls Are The Same,,No results,llàrKelly,No results,,,,,,,,,,,,,,,,
1442,Buttcheeks,,No results,Pollàri,W,,,,,,,,,,,,,,,,
1443,6 Dogs,,S,sensei,S,,,,,,,,,,,,,,,,
1444,Bounce Out With That,,No results,Blue & Green,No results,,,,,,,,,,,,,,,,
1445,TOO QUICK,,No results,Diego Money,S,,,,,,,,,,,,,,,,
1446,Madeintyo,,W,StoopidXool,S,,,,,,,,,,,,,,,,
1447,Nard & B,,S,No Limit,No results,,,,,,,,,,,,,,,,
1448,Learn How To Watch,,No results,Duffle Bag Buru,MW,,,,,,,,,,,,,,,,
1449,Mac Miller,,NE,Luke Almighty,MW,,,,,,,,,,,,,,,,
1450,Carnage,,S,Trap,No results,,,,,,,,,,,,,,,,
1451,Wake Up,,No results,Yung Gleesh,S,,,,,,,,,,,,,,,,
1452,Lil Xan,,W,Big Head,W,,,,,,,,,,,,,,,,
1453,Lonely,,No results,BabyWipe,No results,,,,,,,,,,,,,,,,
1454,Chris Surreal,,NE,DeCicco Beats,NE,,,,,,,,,,,,,,,,
1455,Nowadays,,No results,Dirty Taurus,No results,,,,,,,,,,,,,,,,
1456,Bailey Pokorny,,No results,Ant Beale,NE,,,,,,,,,,,,,,,,
1457,Another One,,No results,Charlie Heat,S,,,,,,,,,,,,,,,,
1458,Cdot Honcho,,MW,Betrayed,No results,,,,,,,,,,,,,,,,
1459,MadManZen,,NE,Bobby Johnson,GER,,,,,,,,,,,,,,,,
1460,Act Up,,No results,Trap(Nike Boi),No results,,,,,,,,,,,,,,,,
1461,Uno The Activist,,S,Nike Boi,MW,,,,,,,,,,,,,,,,
1462,Thouxanban Fauni,,S,Gorilla Boy,No results,,,,,,,,,,,,,,,,
1463,Glassface,,NE,Heart Racin',No results,,,,,,,,,,,,,,,,
1464,Jett Dean,,W,PnB Rock,NE,,,,,,,,,,,,,,,,
1465,Wokstar,,No results,Regrets,No results,,,,,,,,,,,,,,,,
1466,Lil Wop,,MW,Sonny Digital,S,,,,,,,,,,,,,,,,
1467,Dresser,,No results,Talkin Sh*t,No results,,,,,,,,,,,,,,,,
1468,Milan Makes Beats,,S,Kan Kan,S,,,,,,,,,,,,,,,,
1469,Far,,No results,Lil Pump,S,,,,,,,,,,,,,,,,
1470,Red Roses,,No results,CEO,No results,,,,,,,,,,,,,,,,
1471,Amy Mastrolonardo,,MW,Kap G,S,,,,,,,,,,,,,,,,
1472,I Hate Being Alive,,No results,Kapfe,S,,,,,,,,,,,,,,,,
1473,Rack City/Love Scars 2,,No results,CATCH ME OUTSIDE,No results,,,,,,,,,,,,,,,,
1474,CHRIS KING,,W,12ozs,No results,,,,,,,,,,,,,,,,
1475,Antionia,,S,I Don't Need Them ,No results,,,,,,,,,,,,,,,,
1476,12Hunna,,MW,Ralo,S,,,,,,,,,,,,,,,,
1477,DJ Flippp,,W,18,No results,,,,,,,,,,,,,,,,
1478,llàrKelly,,No results,Lil Elroy Jetson,No results,,,,,,,,,,,,,,,,
1479,Pollàri,,W,Shoelacebelt of illamerica,No results,,,,,,,,,,,,,,,,
1480,sensei,,S,Sacha Amir,No results,,,,,,,,,,,,,,,,
1481,Blue & Green,,No results,PICTURES,No results,,,,,,,,,,,,,,,,
1482,Diego Money,,S,LIL TRACY,W,,,,,,,,,,,,,,,,
1483,StoopidXool,,S,USED 2,No results,,,,,,,,,,,,,,,,
1484,No Limit,,No results,RARRI,W,,,,,,,,,,,,,,,,
1485,Duffle Bag Buru,,MW,Ballin',No results,,,,,,,,,,,,,,,,
1486,Luke Almighty,,MW,Bibi Bourelly,S,,,,,,,,,,,,,,,,
1487,Trap,,No results,Mod Sun,W,,,,,,,,,,,,,,,,
1488,Yung Gleesh,,S,Bust Back,No results,,,,,,,,,,,,,,,,
1489,Big Head,,W,Xans,No results,,,,,,,,,,,,,,,,
1490,BabyWipe,,No results,Polo Boy Shawty,MW,,,,,,,,,,,,,,,,
1491,DeCicco Beats,,NE,02 Shit,No results,,,,,,,,,,,,,,,,
1492,Dirty Taurus,,No results,Your Majesty Beatz,No results,,,,,,,,,,,,,,,,
1493,Ant Beale,,NE,BXNDGXD,No results,,,,,,,,,,,,,,,,
1494,Charlie Heat,,S,CHXPO,W,,,,,,,,,,,,,,,,
1495,Betrayed,,No results,OOGIEMANE,NW,,,,,,,,,,,,,,,,
1496,Bobby Johnson,,GER,With Yo B!tch (Remix),No results,,,,,,,,,,,,,,,,
1497,Trap(Nike Boi),,No results,Brent Rambo,MW,,,,,,,,,,,,,,,,
1498,Nike Boi,,MW,Flex Like Ouu,No results,,,,,,,,,,,,,,,,
1499,Gorilla Boy,,No results,Danny Wolf,S,,,,,,,,,,,,,,,,
1500,Heart Racin',,No results,Spread,No results,,,,,,,,,,,,,,,,
1501,PnB Rock,,NE,Isaiah G,MW,,,,,,,,,,,,,,,,
1502,Regrets,,No results,Neck Body,No results,,,,,,,,,,,,,,,,
1503,Sonny Digital,,S,Know About It,No results,,,,,,,,,,,,,,,,
1504,Talkin Sh*t,,No results,Allan Kingdom,MW,,,,,,,,,,,,,,,,
1505,Kan Kan,,S,4 Real,No results,,,,,,,,,,,,,,,,
1506,Lil Pump,,S,Prince Tre,MW,,,,,,,,,,,,,,,,
1507,CEO,,No results,ZayTiggy,No results,,,,,,,,,,,,,,,,
1508,Kap G,,S,Zaytoven,S,,,,,,,,,,,,,,,,
1509,Kapfe,,S,"Calling Me, Right Now",No results,,,,,,,,,,,,,,,,
1510,CATCH ME OUTSIDE,,No results,Fuck A Swisher,No results,,,,,,,,,,,,,,,,
1511,12ozs,,No results,Xavier Wulf,S,,,,,,,,,,,,,,,,
1512,,,No results,D Rose,No results,,,,,,,,,,,,,,,,
1513,I Don't Need Them ,,No results,Terrotuga,No results,,,,,,,,,,,,,,,,
1514,Ralo,,S,Let's Get It,No results,,,,,,,,,,,,,,,,
1515,18,,No results,Yung Bizzle,S,,,,,,,,,,,,,,,,
1516,Lil Elroy Jetson,,No results,006 SET,No results,,,,,,,,,,,,,,,,
1517,Shoelacebelt of illamerica,,No results,Trust Me,No results,,,,,,,,,,,,,,,,
1518,Sacha Amir,,No results,Logan Cage,MW,,,,,,,,,,,,,,,,
1519,PICTURES,,No results,Flight,MW,,,,,,,,,,,,,,,,
1520,LIL TRACY,,W,Tone,No results,,,,,,,,,,,,,,,,
1521,USED 2,,No results,Stuck Boi,No results,,,,,,,,,,,,,,,,
1522,RARRI,,W,slight,No results,,,,,,,,,,,,,,,,
1523,Ballin',,No results,Look Like,No results,,,,,,,,,,,,,,,,
1524,Bibi Bourelly,,S,Yung Pinch,W,,,,,,,,,,,,,,,,
1525,Mod Sun,,W,Matics,W,,,,,,,,,,,,,,,,
1526,Bust Back,,No results,Get It Freestyle,No results,,,,,,,,,,,,,,,,
1527,,,No results,ROBMAKESBANGERS,MW,,,,,,,,,,,,,,,,
1528,Xans,,No results,F*cked Up,No results,,,,,,,,,,,,,,,,
1529,Polo Boy Shawty,,MW,Chuck Frost,MW,,,,,,,,,,,,,,,,
1530,02 Shit,,No results,YUNG ANDY,CAN,,,,,,,,,,,,,,,,
1531,Your Majesty Beatz,,No results,1POLOBOY,No results,,,,,,,,,,,,,,,,
1532,BXNDGXD,,No results,With Yo B!tch,No results,,,,,,,,,,,,,,,,
1533,CHXPO,,W,BRENTRAMB0.,MW,,,,,,,,,,,,,,,,
1534,OOGIEMANE,,NW,1WHORU,No results,,,,,,,,,,,,,,,,
1535,With Yo B!tch (Remix),,No results,Can't Tell Me Nothing,No results,,,,,,,,,,,,,,,,
1536,Brent Rambo,,MW,J.R. Donato,MW,,,,,,,,,,,,,,,,
1537,Flex Like Ouu,,No results,Mike OH,No results,,,,,,,,,,,,,,,,
1538,Danny Wolf,,S,Bag It,No results,,,,,,,,,,,,,,,,
1539,Spread,,No results,1whoRyou,No results,,,,,,,,,,,,,,,,
1540,Isaiah G,,MW,Shoot,No results,,,,,,,,,,,,,,,,
1541,Neck Body,,No results,2017 Freestyle,No results,,,,,,,,,,,,,,,,
1542,Know About It,,No results,Sorry(B Bandz),No results,,,,,,,,,,,,,,,,
1543,Allan Kingdom,,MW,B Bandz,MW,,,,,,,,,,,,,,,,
1544,4 Real,,No results,on my waist,No results,,,,,,,,,,,,,,,,
1545,Prince Tre,,MW,uglyfriend,MW,,,,,,,,,,,,,,,,
1546,ZayTiggy,,No results,Like That,No results,,,,,,,,,,,,,,,,
1547,Zaytoven,,S,NuWorld Kayo,MW,,,,,,,,,,,,,,,,
1548,"Calling Me, Right Now",,No results,TheMIND,MW,,,,,,,,,,,,,,,,
1549,Fuck A Swisher,,No results,Donato,NE,,,,,,,,,,,,,,,,
1550,Xavier Wulf,,S,Jakobe,No results,,,,,,,,,,,,,,,,
1551,D Rose,,No results,Roy French,MW,,,,,,,,,,,,,,,,
1552,Terrotuga,,No results,When I Walk,No results,,,,,,,,,,,,,,,,
1553,Let's Get It,,No results,Lil Messi,MW,,,,,,,,,,,,,,,,
1554,Yung Bizzle,,S,Brace Boogie,MW,,,,,,,,,,,,,,,,
1555,006 SET,,No results,fuck up a sack,No results,,,,,,,,,,,,,,,,
1556,Trust Me,,No results,1ksupreme,No results,,,,,,,,,,,,,,,,
1557,Logan Cage,,MW,digitalnas,S,,,,,,,,,,,,,,,,
1558,Flight,,MW,HellaSatisfied,S/NE,,,,,,,,,,,,,,,,
1559,Tone,,No results,WittaGang,No results,,,,,,,,,,,,,,,,
1560,Stuck Boi,,No results,Run Around + Ridiculous,No results,,,,,,,,,,,,,,,,
1561,slight,,No results,Know Me Now,No results,,,,,,,,,,,,,,,,
1562,Look Like,,No results,C Sick,MW,,,,,,,,,,,,,,,,
1563,Yung Pinch,,W,Don't Know,No results,,,,,,,,,,,,,,,,
1564,Matics,,W,TrellGotWings,S,,,,,,,,,,,,,,,,
1565,Get It Freestyle,,No results,Foamposite,No results,,,,,,,,,,,,,,,,
1566,ROBMAKESBANGERS,,MW,Woah Yeah,No results,,,,,,,,,,,,,,,,
1567,F*cked Up,,No results,Krookz,W,,,,,,,,,,,,,,,,
1568,Chuck Frost,,MW,Gucci Chanel,No results,,,,,,,,,,,,,,,,
1569,YUNG ANDY,,CAN,Next Bitch,No results,,,,,,,,,,,,,,,,
1570,1POLOBOY,,No results,STFU,No results,,,,,,,,,,,,,,,,
1571,With Yo B!tch,,No results,GDAY Freestyle,MW,,,,,,,,,,,,,,,,
1572,BRENTRAMB0.,,MW,sky,No results,,,,,,,,,,,,,,,,
1573,1WHORU,,No results,King Dilla Freestyle,No results,,,,,,,,,,,,,,,,
1574,Can't Tell Me Nothing,,No results,mikewavvs,No results,,,,,,,,,,,,,,,,
1575,J.R. Donato,,MW,Ski Mask,No results,,,,,,,,,,,,,,,,
1576,Mike OH,,No results,Speed Racer,No results,,,,,,,,,,,,,,,,
1577,Bag It,,No results,STFU(Jinx The Natural),No results,,,,,,,,,,,,,,,,
1578,1whoRyou,,No results,Jinx The Natural,MW,,,,,,,,,,,,,,,,
1579,Shoot,,No results,Mike Hurst,S,,,,,,,,,,,,,,,,
1580,2017 Freestyle,,No results,How We Settle That,No results,,,,,,,,,,,,,,,,
1581,Sorry(B Bandz),,No results,King Louie,MW,,,,,,,,,,,,,,,,
1582,B Bandz,,MW,Program,No results,,,,,,,,,,,,,,,,
1583,on my waist,,No results,JayChris,W,,,,,,,,,,,,,,,,
1584,uglyfriend,,MW,Juggin,No results,,,,,,,,,,,,,,,,
1585,Like That,,No results,J $tash,S,,,,,,,,,,,,,,,,
1586,NuWorld Kayo,,MW,Sledgren,NE,,,,,,,,,,,,,,,,
1587,TheMIND,,MW,Again,No results,,,,,,,,,,,,,,,,
1588,Donato,,NE,Killa J,S,,,,,,,,,,,,,,,,
1589,Jakobe,,No results,Soulja Boy,MW,,,,,,,,,,,,,,,,
1590,Roy French,,MW,Kera Beatz,FR,,,,,,,,,,,,,,,,
1591,When I Walk,,No results,I'm Great,No results,,,,,,,,,,,,,,,,
1592,Lil Messi,,MW,Carl Phresh,MW,,,,,,,,,,,,,,,,
1593,Brace Boogie,,MW,SciFi,No results,,,,,,,,,,,,,,,,
1594,fuck up a sack,,No results,DMC,No results,,,,,,,,,,,,,,,,
1595,1ksupreme,,No results,I'm Paid,No results,,,,,,,,,,,,,,,,
